SP_GESTOR;Nome_Municipio;Estação;SP_CIDPRI;DIAGNOSTICO_DESCRICAO;TOTAL_DE_CASOS
355250;Suzano;Primavera;L022;L022;13
355620;Valinhos;Primavera;J039;J039;13
353440;Osasco;Primavera;I25;I25;13
354780;Santo André;Primavera;N61;N61;13
354880;São Caetano do Sul;Primavera;S825;S825;13
354880;São Caetano do Sul;Primavera;S521;S521;13
352970;Miguelópolis;Inverno;K590;K590;13
350330;Araras;Primavera;S825;S825;13
351540;Fartura;Inverno;E729;E729;13
352680;Lençóis Paulista;Primavera;O48;O48;13
352680;Lençóis Paulista;Primavera;O429;O429;13
350000;Gestão Estadual (SP);Primavera;S561;S561;13
355250;Suzano;Primavera;K800;K800;13
355030;São Paulo;Primavera;K65;K65;13
350330;Araras;Primavera;K921;K921;13
350330;Araras;Primavera;K638;K638;13
354060;Porto Feliz;Primavera;J219;J219;13
350190;Amparo;Primavera;K210;K210;13
350190;Amparo;Primavera;N200;N200;13
350190;Amparo;Primavera;M878;M878;13
350190;Amparo;Primavera;M478;M478;13
350190;Amparo;Primavera;K922;K922;13
352050;Indaiatuba;Verão;S521;S521;13
352050;Indaiatuba;Verão;S299;S299;13
350330;Araras;Primavera;G405;G405;13
350330;Araras;Primavera;I495;I495;13
350330;Araras;Primavera;C500;C500;13
350330;Araras;Primavera;D252;D252;13
355030;São Paulo;Primavera;K81;K81;13
350960;Campo Limpo Paulista;Verão;S913;S913;13
355620;Valinhos;Primavera;L500;L500;13
350000;Gestão Estadual (SP);Inverno;S110;S110;13
353870;Piracicaba;Verão;K802;K802;13
353710;Pedreira;Primavera;D539;D539;13
353710;Pedreira;Primavera;C760;C760;13
351450;Duartina;Verão;T888;T888;13
355650;Várzea Paulista;Outono;J449;J449;13
350330;Araras;Outono;Z008;Z008;13
354060;Porto Feliz;Primavera;F621;F621;13
352340;Itatiba;Primavera;K560;K560;13
352340;Itatiba;Primavera;K529;K529;13
352720;Lorena;Inverno;N111;N111;13
350330;Araras;Outono;S324;S324;13
352050;Indaiatuba;Inverno;T543;T543;13
352050;Indaiatuba;Inverno;T191;T191;13
352720;Lorena;Inverno;N399;N399;13
352530;Jaú;Inverno;G120;G120;13
352640;Laranjal Paulista;Primavera;O210;O210;13
351520;Estrela d'Oeste;Primavera;I516;I516;13
350960;Campo Limpo Paulista;Verão;T131;T131;13
350970;Campos do Jordão;Inverno;K439;K439;13
354870;São Bernardo do Campo;Primavera;N800;N800;13
354870;São Bernardo do Campo;Primavera;N739;N739;13
354870;São Bernardo do Campo;Primavera;N648;N648;13
352940;Mauá;Primavera;S373;S373;13
352720;Lorena;Verão;P369;P369;13
352720;Lorena;Verão;R100;R100;13
352720;Lorena;Verão;P95;P95;13
353870;Piracicaba;Verão;K600;K600;13
350330;Araras;Outono;P044;P044;13
352050;Indaiatuba;Inverno;S826;S826;13
350000;Gestão Estadual (SP);Primavera;T175;T175;13
354780;Santo André;Inverno;K43;K43;13
351080;Casa Branca;Inverno;S722;S722;13
354780;Santo André;Primavera;M866;M866;13
354780;Santo André;Primavera;M861;M861;13
350190;Amparo;Primavera;S826;S826;13
350190;Amparo;Primavera;S662;S662;13
352050;Indaiatuba;Verão;O242;O242;13
353870;Piracicaba;Verão;L211;L211;13
352680;Lençóis Paulista;Primavera;K650;K650;13
353650;Paulínia;Verão;I620;I620;13
354060;Porto Feliz;Inverno;T509;T509;13
354060;Porto Feliz;Inverno;S826;S826;13
350000;Gestão Estadual (SP);Inverno;S054;S054;13
353440;Osasco;Verão;K219;K219;13
352530;Jaú;Inverno;I212;I212;13
355030;São Paulo;Primavera;M167;M167;13
353650;Paulínia;Verão;F20;F20;13
352340;Itatiba;Primavera;F603;F603;13
352050;Indaiatuba;Outono;D110;D110;13
354060;Porto Feliz;Inverno;O623;O623;13
353240;Nazaré Paulista;Inverno;J90;J90;13
352050;Indaiatuba;Verão;O211;O211;13
355220;Sorocaba;Primavera;T181;T181;13
351080;Casa Branca;Outono;A490;A490;13
350330;Araras;Outono;I743;I743;13
354780;Santo André;Inverno;K62;K62;13
350970;Campos do Jordão;Inverno;P590;P590;13
350970;Campos do Jordão;Outono;A279;A279;13
351520;Estrela d'Oeste;Inverno;A499;A499;13
351518;Espírito Santo do Pinhal;Verão;Z302;Z302;13
352530;Jaú;Inverno;K628;K628;13
352340;Itatiba;Outono;S933;S933;13
352340;Itatiba;Outono;S823;S823;13
355030;São Paulo;Primavera;M870;M870;13
354060;Porto Feliz;Inverno;L059;L059;13
354870;São Bernardo do Campo;Primavera;O230;O230;13
353080;Mogi Mirim;Inverno;O809;O809;13
353870;Piracicaba;Verão;N210;N210;13
352050;Indaiatuba;Verão;O218;O218;13
350330;Araras;Outono;E106;E106;13
352530;Jaú;Inverno;L024;L024;13
352530;Jaú;Inverno;L010;L010;13
352530;Jaú;Inverno;K938;K938;13
352530;Jaú;Inverno;I708;I708;13
351520;Estrela d'Oeste;Outono;A09;A09;13
352940;Mauá;Verão;S828;S828;13
352050;Indaiatuba;Outono;E136;E136;13
350000;Gestão Estadual (SP);Primavera;T543;T543;13
353390;Olímpia;Inverno;N23;N23;13
355650;Várzea Paulista;Inverno;S823;S823;13
353870;Piracicaba;Verão;M995;M995;13
355030;São Paulo;Verão;S299;S299;13
352320;Itararé;Outono;N23;N23;13
353440;Osasco;Primavera;I420;I420;13
350330;Araras;Inverno;R104;R104;13
350330;Araras;Inverno;S424;S424;13
350330;Araras;Inverno;T018;T018;13
350970;Campos do Jordão;Outono;N709;N709;13
351518;Espírito Santo do Pinhal;Verão;Q532;Q532;13
350330;Araras;Inverno;P599;P599;13
354040;Populina;Verão;J449;J449;13
350000;Gestão Estadual (SP);Primavera;T428;T428;13
350970;Campos do Jordão;Primavera;D25;D25;13
353080;Mogi Mirim;Outono;L89;L89;13
350330;Araras;Inverno;O001;O001;13
350330;Araras;Inverno;N818;N818;13
350330;Araras;Inverno;O689;O689;13
350330;Araras;Inverno;O683;O683;13
354870;São Bernardo do Campo;Primavera;O868;O868;13
355030;São Paulo;Verão;S20;S20;13
350000;Gestão Estadual (SP);Verão;H350;H350;13
351500;Embu das Artes;Inverno;F29;F29;13
351500;Embu das Artes;Inverno;F200;F200;13
355030;São Paulo;Primavera;N509;N509;13
352720;Lorena;Inverno;P968;P968;13
351518;Espírito Santo do Pinhal;Verão;N119;N119;13
354780;Santo André;Inverno;M931;M931;13
354780;Santo André;Inverno;M62;M62;13
354780;Santo André;Inverno;M541;M541;13
355620;Valinhos;Primavera;S334;S334;13
354040;Populina;Inverno;A41;A41;13
352530;Jaú;Inverno;K913;K913;13
353440;Osasco;Verão;J00;J00;13
352680;Lençóis Paulista;Primavera;G509;G509;13
352680;Lençóis Paulista;Primavera;K409;K409;13
352680;Lençóis Paulista;Primavera;I848;I848;13
355220;Sorocaba;Verão;A90;Dengue Clássica;13
353340;Nova Odessa;Inverno;J180;J180;13
352590;Jundiaí;Primavera;S929;S929;13
350190;Amparo;Verão;K922;K922;13
351080;Casa Branca;Inverno;K566;K566;13
351080;Casa Branca;Inverno;K359;Apendicite Aguda;13
351500;Embu das Artes;Inverno;I802;I802;13
354780;Santo André;Inverno;N151;N151;13
352340;Itatiba;Outono;O219;O219;13
352340;Itatiba;Outono;O210;O210;13
352340;Itatiba;Outono;T633;T633;13
351518;Espírito Santo do Pinhal;Verão;E870;E870;13
350970;Campos do Jordão;Verão;J019;J019;13
354780;Santo André;Inverno;N818;N818;13
354780;Santo André;Inverno;N816;N816;13
351518;Espírito Santo do Pinhal;Verão;E142;E142;13
355220;Sorocaba;Verão;C448;C448;13
355220;Sorocaba;Verão;C342;C342;13
354870;São Bernardo do Campo;Primavera;R101;R101;13
354780;Santo André;Primavera;K900;K900;13
351080;Casa Branca;Inverno;I158;I158;13
354780;Santo André;Inverno;N800;N800;13
350000;Gestão Estadual (SP);Inverno;R071;R071;13
352940;Mauá;Verão;S519;S519;13
355030;São Paulo;Primavera;N895;N895;13
353650;Paulínia;Verão;K30;K30;13
353440;Osasco;Verão;I50;I50;13
350970;Campos do Jordão;Verão;O200;O200;13
355030;São Paulo;Verão;S019;S019;13
355030;São Paulo;Verão;S015;S015;13
350190;Amparo;Verão;O008;O008;13
355030;São Paulo;Verão;R34;R34;13
353870;Piracicaba;Verão;N838;N838;13
352050;Indaiatuba;Verão;M544;M544;13
354880;São Caetano do Sul;Primavera;I119;I119;13
353240;Nazaré Paulista;Inverno;R64;R64;13
350320;Araraquara;Verão;S829;S829;13
351000;Cândido Mota;Inverno;J930;J930;13
350000;Gestão Estadual (SP);Inverno;Q618;Q618;13
350320;Araraquara;Verão;Q249;Q249;13
350320;Araraquara;Verão;R418;R418;13
355620;Valinhos;Verão;A49;A49;13
350000;Gestão Estadual (SP);Inverno;Q87;Q87;13
353430;Orlândia;Verão;O210;O210;13
351000;Cândido Mota;Inverno;N180;N180;13
351000;Cândido Mota;Outono;D25;D25;13
352050;Indaiatuba;Outono;J181;J181;13
352720;Lorena;Inverno;S827;S827;13
352940;Mauá;Verão;Q532;Q532;13
352050;Indaiatuba;Verão;K528;K528;13
352050;Indaiatuba;Verão;L029;L029;13
351500;Embu das Artes;Inverno;N10;N10;13
355650;Várzea Paulista;Inverno;J441;J441;13
351000;Cândido Mota;Inverno;T091;T091;13
351000;Cândido Mota;Outono;L050;L050;13
354020;Pontal;Outono;E86;E86;13
354020;Pontal;Inverno;S721;S721;13
352720;Lorena;Inverno;Z000;Z000;13
354020;Pontal;Inverno;E145;E145;13
351060;Carapicuíba;Verão;S018;S018;13
352320;Itararé;Outono;R074;R074;13
353350;Novo Horizonte;Verão;R104;R104;13
352050;Indaiatuba;Verão;L908;L908;13
354000;Pompéia;Verão;Z225;Z225;13
350320;Araraquara;Verão;M131;M131;13
352640;Laranjal Paulista;Verão;M791;M791;13
353390;Olímpia;Inverno;M255;M255;13
353390;Olímpia;Inverno;L989;L989;13
354000;Pompéia;Verão;E86;E86;13
353440;Osasco;Verão;F31;F31;13
352640;Laranjal Paulista;Verão;K703;K703;13
351000;Cândido Mota;Outono;N390;Infecção do Trato Urinário;13
350320;Araraquara;Verão;K565;K565;13
350320;Araraquara;Verão;K559;K559;13
350320;Araraquara;Verão;K410;K410;13
354000;Pompéia;Verão;J449;J449;13
353350;Novo Horizonte;Verão;O321;O321;13
354870;São Bernardo do Campo;Primavera;S663;S663;13
354870;São Bernardo do Campo;Primavera;S529;S529;13
350320;Araraquara;Verão;I490;I490;13
355030;São Paulo;Primavera;O860;O860;13
354880;São Caetano do Sul;Primavera;C678;C678;13
354880;São Caetano do Sul;Primavera;B59;B59;13
351000;Cândido Mota;Outono;S420;S420;13
351000;Cândido Mota;Outono;S081;S081;13
354780;Santo André;Inverno;S121;S121;13
353240;Nazaré Paulista;Primavera;A159;A159;13
352590;Jundiaí;Verão;B349;B349;13
355620;Valinhos;Verão;M255;M255;13
351518;Espírito Santo do Pinhal;Primavera;K429;K429;13
351000;Cândido Mota;Primavera;N63;N63;13
355620;Valinhos;Verão;O429;O429;13
355620;Valinhos;Verão;O338;O338;13
354000;Pompéia;Primavera;I620;I620;13
354000;Pompéia;Primavera;H029;H029;13
352530;Jaú;Inverno;Q530;Q530;13
355620;Valinhos;Verão;O321;O321;13
351000;Cândido Mota;Primavera;L998;L998;13
354880;São Caetano do Sul;Outono;T018;T018;13
354870;São Bernardo do Campo;Primavera;Z530;Z530;13
351060;Carapicuíba;Verão;A311;A311;13
352720;Lorena;Verão;M842;M842;13
353870;Piracicaba;Verão;S051;S051;13
353350;Novo Horizonte;Verão;O41;O41;13
355030;São Paulo;Primavera;Q181;Q181;13
350320;Araraquara;Verão;C811;C811;13
351000;Cândido Mota;Primavera;O200;O200;13
352680;Lençóis Paulista;Outono;S967;S967;13
351060;Carapicuíba;Outono;L508;L508;13
354000;Pompéia;Outono;J440;J440;13
354000;Pompéia;Outono;I64;Acidente Vascular Cerebral (AVC);13
354000;Pompéia;Outono;G560;G560;13
354000;Pompéia;Outono;B342;B342;13
353650;Paulínia;Verão;N202;N202;13
350000;Gestão Estadual (SP);Verão;A071;A071;13
350000;Gestão Estadual (SP);Verão;A500;A500;13
354880;São Caetano do Sul;Outono;S527;S527;13
350000;Gestão Estadual (SP);Inverno;P728;P728;13
350000;Gestão Estadual (SP);Inverno;P718;P718;13
355620;Valinhos;Verão;S431;S431;13
355030;São Paulo;Primavera;Q289;Q289;13
352720;Lorena;Outono;I470;I470;13
352940;Mauá;Verão;O757;O757;13
353950;Pitangueiras;Verão;S827;S827;13
353950;Pitangueiras;Verão;R104;R104;13
355250;Suzano;Inverno;O244;O244;13
353870;Piracicaba;Verão;S422;S422;13
353870;Piracicaba;Verão;S328;S328;13
355030;São Paulo;Verão;P703;P703;13
350320;Araraquara;Verão;C320;C320;13
353440;Osasco;Verão;C65;C65;13
353440;Osasco;Verão;C510;C510;13
355620;Valinhos;Verão;R060;R060;13
355620;Valinhos;Verão;O711;O711;13
351000;Cândido Mota;Primavera;S913;S913;13
351518;Espírito Santo do Pinhal;Outono;M841;M841;13
350320;Araraquara;Verão;A490;A490;13
353950;Pitangueiras;Verão;O664;O664;13
353950;Pitangueiras;Verão;O429;O429;13
353950;Pitangueiras;Verão;O13;O13;13
353650;Paulínia;Verão;O046;O046;13
350000;Gestão Estadual (SP);Verão;B02;B02;13
350000;Gestão Estadual (SP);Verão;B188;B188;13
350320;Araraquara;Primavera;S422;S422;13
355030;São Paulo;Primavera;R042;R042;13
352050;Indaiatuba;Verão;I10;I10;13
350000;Gestão Estadual (SP);Verão;G737;G737;13
353710;Pedreira;Inverno;L97;L97;13
351060;Carapicuíba;Outono;J450;J450;13
353440;Osasco;Primavera;I638;I638;13
355650;Várzea Paulista;Inverno;F321;F321;13
355650;Várzea Paulista;Inverno;D464;D464;13
353950;Pitangueiras;Verão;L038;L038;13
352050;Indaiatuba;Outono;N811;N811;13
353950;Pitangueiras;Verão;J90;J90;13
351518;Espírito Santo do Pinhal;Outono;O021;O021;13
354880;São Caetano do Sul;Outono;Q541;Q541;13
355030;São Paulo;Verão;P361;P361;13
352050;Indaiatuba;Verão;F323;F323;13
351060;Carapicuíba;Inverno;T509;T509;13
354870;São Bernardo do Campo;Verão;C541;C541;13
354870;São Bernardo do Campo;Verão;C499;C499;13
354780;Santo André;Inverno;T292;T292;13
353650;Paulínia;Verão;S024;S024;13
352340;Itatiba;Outono;E141;E141;13
352640;Laranjal Paulista;Verão;J219;J219;13
355030;São Paulo;Primavera;S054;S054;13
352940;Mauá;Verão;O450;O450;13
352720;Lorena;Outono;J118;J118;13
354880;São Caetano do Sul;Outono;N851;N851;13
354780;Santo André;Outono;A150;A150;13
354780;Santo André;Primavera;I790;I790;13
355220;Sorocaba;Verão;E149;Diabetes Mellitus Não Especificado;13
350210;Andradina;Outono;K650;K650;13
353870;Piracicaba;Verão;T039;T039;13
354780;Santo André;Primavera;I708;I708;13
352530;Jaú;Inverno;S825;S825;13
352530;Jaú;Inverno;S820;S820;13
353650;Paulínia;Verão;S271;S271;13
352590;Jundiaí;Primavera;C675;C675;13
352050;Indaiatuba;Outono;O619;O619;13
350320;Araraquara;Primavera;N398;N398;13
355030;São Paulo;Primavera;S325;S325;13
355030;São Paulo;Primavera;S318;S318;13
350000;Gestão Estadual (SP);Verão;B350;B350;13
354780;Santo André;Outono;B374;B374;13
351518;Espírito Santo do Pinhal;Outono;I509;I509;13
351518;Espírito Santo do Pinhal;Outono;G459;G459;13
351060;Carapicuíba;Inverno;L97;L97;13
355030;São Paulo;Verão;P006;P006;13
350000;Gestão Estadual (SP);Verão;G30;G30;13
350320;Araraquara;Primavera;L022;L022;13
353950;Pitangueiras;Outono;O342;O342;13
351518;Espírito Santo do Pinhal;Outono;E145;E145;13
354880;São Caetano do Sul;Outono;N428;N428;13
351020;Capão Bonito;Inverno;O244;O244;13
355030;São Paulo;Primavera;S79;S79;13
350320;Araraquara;Primavera;I739;I739;13
350000;Gestão Estadual (SP);Verão;C08;C08;13
350000;Gestão Estadual (SP);Verão;C089;C089;13
355620;Valinhos;Verão;T191;T191;13
354780;Santo André;Outono;C719;C719;13
351020;Capão Bonito;Inverno;N852;N852;13
353950;Pitangueiras;Inverno;S920;S920;13
350320;Araraquara;Primavera;F332;F332;13
350320;Araraquara;Primavera;F314;F314;13
354880;São Caetano do Sul;Outono;M256;M256;13
353440;Osasco;Primavera;J110;J110;13
350000;Gestão Estadual (SP);Inverno;M891;M891;13
350210;Andradina;Outono;R102;R102;13
350210;Andradina;Outono;R100;R100;13
352050;Indaiatuba;Verão;D373;D373;13
351050;Caraguatatuba;Verão;T028;T028;13
351060;Carapicuíba;Inverno;I10;I10;13
354780;Santo André;Outono;D27;D27;13
354880;São Caetano do Sul;Outono;L032;L032;13
353240;Nazaré Paulista;Verão;C760;C760;13
352680;Lençóis Paulista;Outono;S526;S526;13
351020;Capão Bonito;Outono;K409;K409;13
351020;Capão Bonito;Outono;L989;L989;13
352720;Lorena;Outono;L97;L97;13
353950;Pitangueiras;Inverno;O421;O421;13
354880;São Caetano do Sul;Outono;K421;K421;13
350210;Andradina;Outono;S69;S69;13
350210;Andradina;Primavera;J80;J80;13
353880;Piraju;Inverno;E878;E878;13
350210;Andradina;Primavera;K631;K631;13
350210;Andradina;Primavera;K610;K610;13
354780;Santo André;Primavera;I409;I409;13
350320;Araraquara;Primavera;C530;C530;13
350320;Araraquara;Primavera;C85;C85;13
350320;Araraquara;Primavera;C810;C810;13
352340;Itatiba;Inverno;S826;S826;13
352340;Itatiba;Inverno;S821;S821;13
355030;São Paulo;Primavera;T212;T212;13
355030;São Paulo;Primavera;T203;T203;13
350320;Araraquara;Primavera;C158;C158;13
352050;Indaiatuba;Outono;S820;S820;13
350210;Andradina;Primavera;Q444;Q444;13
351050;Caraguatatuba;Verão;S625;S625;13
351050;Caraguatatuba;Verão;S521;S521;13
351050;Caraguatatuba;Verão;S520;S520;13
351500;Embu das Artes;Primavera;F103;F103;13
354870;São Bernardo do Campo;Verão;F322;F322;13
351050;Caraguatatuba;Verão;T846;T846;13
353650;Paulínia;Verão;T302;T302;13
353650;Paulínia;Verão;S930;S930;13
352680;Lençóis Paulista;Outono;O689;O689;13
352680;Lençóis Paulista;Outono;O628;O628;13
350320;Araraquara;Outono;S378;S378;13
353940;Piratininga;Verão;N390;Infecção do Trato Urinário;13
355030;São Paulo;Primavera;T633;T633;13
354780;Santo André;Outono;F058;F058;13
350210;Andradina;Primavera;S720;S720;13
350000;Gestão Estadual (SP);Verão;F841;F841;13
355220;Sorocaba;Verão;G448;G448;13
350210;Andradina;Primavera;O200;O200;13
351020;Capão Bonito;Primavera;J938;J938;13
351020;Capão Bonito;Primavera;I771;I771;13
350000;Gestão Estadual (SP);Inverno;P120;P120;13
352530;Jaú;Outono;B24;B24;13
352720;Lorena;Outono;K920;K920;13
352340;Itatiba;Inverno;Q532;Q532;13
352340;Itatiba;Inverno;O069;O069;13
352720;Lorena;Outono;O001;O001;13
350320;Araraquara;Outono;O200;O200;13
350320;Araraquara;Outono;P741;P741;13
350320;Araraquara;Outono;P050;P050;13
352530;Jaú;Outono;G563;G563;13
352530;Jaú;Outono;G433;G433;13
354880;São Caetano do Sul;Outono;K210;K210;13
354780;Santo André;Outono;H050;H050;13
351020;Capão Bonito;Primavera;M002;M002;13
353880;Piraju;Inverno;K359;Apendicite Aguda;13
352050;Indaiatuba;Verão;C240;C240;13
353880;Piraju;Inverno;S270;S270;13
355640;Vargem Grande do Sul;Verão;K291;K291;13
352530;Jaú;Primavera;D758;D758;13
353080;Mogi Mirim;Inverno;S430;S430;13
350320;Araraquara;Outono;M628;M628;13
355220;Sorocaba;Verão;T181;T181;13
355220;Sorocaba;Verão;T131;T131;13
355220;Sorocaba;Verão;T018;T018;13
354880;São Caetano do Sul;Outono;J458;J458;13
354880;São Caetano do Sul;Outono;J353;J353;13
350210;Andradina;Verão;T935;T935;13
350220;Angatuba;Inverno;F328;F328;13
351020;Capão Bonito;Verão;E108;E108;13
355030;São Paulo;Verão;B958;B958;13
350320;Araraquara;Outono;M018;M018;13
350320;Araraquara;Outono;L89;L89;13
350320;Araraquara;Outono;K312;K312;13
355630;Valparaíso;Outono;F232;F232;13
352530;Jaú;Outono;H660;H660;13
353930;Pirassununga;Verão;O820;O820;13
353930;Pirassununga;Verão;O429;O429;13
353390;Olímpia;Inverno;G400;G400;13
353670;Pederneiras;Inverno;S681;S681;13
353930;Pirassununga;Verão;N738;N738;13
352050;Indaiatuba;Primavera;A491;A491;13
350220;Angatuba;Inverno;E46;E46;13
350220;Angatuba;Inverno;E144;E144;13
352530;Jaú;Primavera;E90;E90;13
351050;Caraguatatuba;Verão;N44;N44;13
351050;Caraguatatuba;Verão;O209;O209;13
350320;Araraquara;Outono;J459;J459;13
352940;Mauá;Verão;L948;L948;13
352530;Jaú;Outono;I472;I472;13
353070;Mogi Guaçu;Inverno;M238;M238;13
352940;Mauá;Verão;K918;K918;13
352720;Lorena;Outono;O985;O985;13
352940;Mauá;Verão;K758;K758;13
352050;Indaiatuba;Primavera;C080;C080;13
350320;Araraquara;Outono;F145;F145;13
350320;Araraquara;Outono;F108;F108;13
351040;Capivari;Inverno;C64;C64;13
352940;Mauá;Verão;C158;C158;13
352320;Itararé;Primavera;K928;K928;13
351050;Caraguatatuba;Verão;M841;M841;13
354780;Santo André;Primavera;F323;F323;13
353390;Olímpia;Inverno;G459;G459;13
352050;Indaiatuba;Primavera;C56;C56;13
352050;Indaiatuba;Primavera;C310;C310;13
353930;Pirassununga;Primavera;S525;S525;13
353930;Pirassununga;Primavera;O820;O820;13
353930;Pirassununga;Primavera;O680;O680;13
355220;Sorocaba;Verão;Q530;Q530;13
351040;Capivari;Inverno;O689;O689;13
351040;Capivari;Inverno;O140;O140;13
351040;Capivari;Inverno;O821;O821;13
354880;São Caetano do Sul;Outono;C030;C030;13
350320;Araraquara;Inverno;Z359;Z359;13
350320;Araraquara;Inverno;Z349;Z349;13
352530;Jaú;Outono;T842;T842;13
351050;Caraguatatuba;Verão;J960;J960;13
354870;São Bernardo do Campo;Verão;I828;I828;13
354780;Santo André;Primavera;F192;F192;13
352530;Jaú;Outono;K210;K210;13
350320;Araraquara;Inverno;O85;O85;13
352720;Lorena;Outono;S423;S423;13
355630;Valparaíso;Outono;K573;K573;13
351040;Capivari;Outono;O654;O654;13
355630;Valparaíso;Primavera;J90;J90;13
353930;Pirassununga;Primavera;E878;E878;13
353930;Pirassununga;Primavera;E870;E870;13
352050;Indaiatuba;Primavera;D649;D649;13
352340;Itatiba;Inverno;I702;I702;13
352530;Jaú;Outono;T845;T845;13
353880;Piraju;Primavera;A46;A46;13
350220;Angatuba;Outono;I209;I209;13
355030;São Paulo;Verão;N483;N483;13
353670;Pederneiras;Verão;M609;M609;13
353670;Pederneiras;Verão;L989;L989;13
350220;Angatuba;Inverno;N179;N179;13
352340;Itatiba;Inverno;J351;J351;13
350320;Araraquara;Inverno;N63;N63;13
353670;Pederneiras;Outono;A46;A46;13
353670;Pederneiras;Outono;A419;Sepse Não Especificada (Infecção Geral);13
353670;Pederneiras;Outono;J930;J930;13
353670;Pederneiras;Outono;G638;G638;13
354880;São Caetano do Sul;Inverno;Q838;Q838;13
353070;Mogi Guaçu;Inverno;N399;N399;13
353070;Mogi Guaçu;Inverno;N322;N322;13
354880;São Caetano do Sul;Inverno;N428;N428;13
353930;Pirassununga;Outono;S015;S015;13
354780;Santo André;Primavera;D251;D251;13
353880;Piraju;Primavera;I26;I26;13
352320;Itararé;Primavera;S932;S932;13
351500;Embu das Artes;Primavera;K703;K703;13
354780;Santo André;Primavera;D434;D434;13
355640;Vargem Grande do Sul;Verão;I48;I48;13
355030;São Paulo;Verão;F129;F129;13
355030;São Paulo;Verão;F104;F104;13
353930;Pirassununga;Outono;O366;O366;13
352940;Mauá;Verão;K598;K598;13
355630;Valparaíso;Verão;I509;I509;13
355630;Valparaíso;Verão;C349;C349;13
353930;Pirassununga;Outono;K800;K800;13
355030;São Paulo;Verão;F411;F411;13
353930;Pirassununga;Outono;I608;I608;13
350000;Gestão Estadual (SP);Verão;D117;D117;13
352340;Itatiba;Inverno;D539;D539;13
353670;Pederneiras;Verão;K565;K565;13
350220;Angatuba;Primavera;C257;C257;13
352940;Mauá;Verão;D570;D570;13
351050;Caraguatatuba;Primavera;Z470;Z470;13
350000;Gestão Estadual (SP);Inverno;O651;O651;13
352590;Jundiaí;Outono;F31;F31;13
353930;Pirassununga;Inverno;S621;S621;13
355030;São Paulo;Verão;F601;F601;13
352940;Mauá;Verão;K351;K351;13
351040;Capivari;Primavera;T509;T509;13
350320;Araraquara;Inverno;C229;C229;13
353670;Pederneiras;Outono;K599;K599;13
350320;Araraquara;Inverno;A502;A502;13
352050;Indaiatuba;Primavera;K30;K30;13
352050;Indaiatuba;Primavera;K625;K625;13
355220;Sorocaba;Verão;N200;N200;13
354780;Santo André;Primavera;C73;C73;13
354780;Santo André;Primavera;C678;C678;13
355220;Sorocaba;Verão;I674;I674;13
350000;Gestão Estadual (SP);Verão;F450;F450;13
350000;Gestão Estadual (SP);Verão;F600;F600;13
350000;Gestão Estadual (SP);Inverno;O265;O265;13
355640;Vargem Grande do Sul;Inverno;I743;I743;13
352680;Lençóis Paulista;Outono;J189;Pneumonia Não Especificada;13
352680;Lençóis Paulista;Outono;K598;K598;13
351040;Capivari;Verão;O628;O628;13
351040;Capivari;Verão;O240;O240;13
351040;Capivari;Verão;N40;N40;13
351040;Capivari;Verão;O833;O833;13
354880;São Caetano do Sul;Inverno;H700;H700;13
355030;São Paulo;Verão;I443;I443;13
355030;São Paulo;Verão;I339;I339;13
350280;Gestão Estadual (SP);Primavera;I500;I500;13
350220;Angatuba;Primavera;O623;O623;13
350220;Angatuba;Primavera;O021;O021;13
350220;Angatuba;Primavera;L989;L989;13
350220;Angatuba;Verão;E149;Diabetes Mellitus Não Especificado;13
353880;Piraju;Verão;I442;I442;13
354780;Santo André;Primavera;C629;C629;13
351500;Embu das Artes;Verão;E101;E101;13
351050;Caraguatatuba;Inverno;H700;H700;13
350000;Gestão Estadual (SP);Inverno;O060;O060;13
355030;São Paulo;Verão;I519;I519;13
354880;São Caetano do Sul;Inverno;D432;D432;13
354780;Santo André;Outono;O13;O13;13
351050;Caraguatatuba;Primavera;T029;T029;13
353880;Piraju;Verão;I10;I10;13
353880;Piraju;Verão;A90;Dengue Clássica;13
350220;Angatuba;Primavera;R53;R53;13
353670;Pederneiras;Verão;H050;H050;13
354780;Santo André;Outono;N879;N879;13
355030;São Paulo;Verão;I671;I671;13
353900;Pirangi;Verão;E878;E878;13
350270;Apiaí;Verão;T814;T814;13
350270;Apiaí;Verão;P599;P599;13
355220;Sorocaba;Verão;L984;L984;13
350270;Apiaí;Verão;O231;O231;13
353900;Pirangi;Primavera;M861;M861;13
352720;Lorena;Primavera;J121;J121;13
352720;Lorena;Primavera;J039;J039;13
353070;Mogi Guaçu;Inverno;P071;P071;13
353070;Mogi Guaçu;Inverno;O210;O210;13
355640;Vargem Grande do Sul;Primavera;S524;S524;13
352720;Lorena;Primavera;S420;S420;13
353880;Piraju;Verão;N179;N179;13
353350;Novo Horizonte;Verão;Z470;Z470;13
353350;Novo Horizonte;Verão;S529;S529;13
355640;Vargem Grande do Sul;Primavera;O321;O321;13
351050;Caraguatatuba;Primavera;P072;P072;13
351050;Caraguatatuba;Primavera;S727;S727;13
351050;Caraguatatuba;Inverno;N459;N459;13
351050;Caraguatatuba;Inverno;N44;N44;13
355030;São Paulo;Verão;J42;J42;13
351050;Caraguatatuba;Inverno;O020;O020;13
353900;Pirangi;Outono;K409;K409;13
352940;Mauá;Verão;I803;I803;13
352940;Mauá;Verão;I743;I743;13
